"name","category","evas","longitude","latitude"
"Bestensee",6,"08011173",13.63492,52.242129
"Bestwig",6,"08000927",8.397839,51.361913
"Betriebsbahnhof Berlin-Rummelsburg",4,"08089006",13.497786,52.493827
"Bettmannsäge",7,"08000928",13.186274,48.997687
"Betzdorf (Sieg)",3,"08000034",7.87005,50.789294
"Beucha",6,"08010046",12.573133,51.32362
"Beuggen",6,"08000932",7.810915,47.581906
"Beuna (Geiseltal)",6,"08011177",11.9627622,51.3228096
"Beuren",6,"08011178",10.279034,51.377127
"Beuron",7,"08000933",8.97189,48.048791
"Beusselstraße",4,"08089118",13.329042,52.534354
"Beutelsbach",5,"08000934",9.386029,48.810293
"Beutersitz",6,"08011179",13.360724,51.590359
"Beverungen-Wehrden",7,"08087065",9.382552,51.709614
"Bexbach",5,"08000941",7.254456,49.345698
"Beyendorf",7,"08011181",11.63105,52.061145
"Biberach (Baden)",5,"08000942",8.032762,48.338388
"Biberach (Riß)",4,"08000943",9.793127,48.101845
"Biberach Süd",6,"08000944",9.803236,48.087018
"Biblis",4,"08000503",8.450413,49.688881
"Bibra",7,"08011183",10.444326,50.468757
"Bichl",6,"08000945",11.408769,47.723815
"Bickenbach (Bergstr)",5,"08000948",8.60349655,49.7603795
"Biebesheim",5,"08000951",8.473978,49.781977
"Biederitz",5,"08010047",11.716466,52.15271
"Bielefeld Hbf",2,"08000036",8.532722,52.029261
"Bielefeld Ost",6,"08000953",8.559416,52.024013
"Bielefeld-Brackwede",4,"08000048",8.498426,51.997378
"Bielefeld-Senne",6,"08000956",8.520335,51.965118
"Bielefeld-Sennestadt",6,"08005535",8.567477,51.940582
"Bielefeld-Windelsbleiche",6,"08006466",8.531378,51.957007
"Biendorf",6,"08011184",11.856411,51.756861
"Bienenbüttel",5,"08000955",10.484714,53.142127
"Bienenmühle",6,"08011185",13.528533,50.740399
"Bierbach",7,"08000357",7.282011,49.26189
"Bieren-Rödinghausen",7,"08000957",8.516964,52.239275
"Bieringen",6,"08000959",8.860915,48.449029
"Biesdorf",4,"08089055",13.555878,52.513097
"Biesenrode",7,"08011187",11.3850921,51.6039785
"Biesenthal",6,"08011188",13.674665,52.755415
"Biessenhofen",5,"08000962",10.640467,47.829956
"Bietigheim (Baden)",5,"08000963",8.258045,48.910587
"Bietigheim-Bissingen",2,"08000038",9.137557,48.947933
"Bietingen",6,"08000965",8.738915,47.744017
"Bigge",6,"08000966",8.475253,51.358279
"Bildstock",6,"08000967",7.094341,49.337325
"Billenhausen",7,"08000969",10.358162,48.275562
"Billerbeck",6,"08000970",7.297482,51.981341
"Billwerder-Moorfleet",5,"08000971",10.096658,53.515589
"Binau",6,"08000973",9.083631,49.372589
"Bindfelde",7,"08011190",11.898035,52.584561
"Bindlach",6,"08000974",11.603442,49.98022
"Bingen (Rhein) Hbf",4,"08000039",7.884263,49.968729
"Bingen (Rhein) Stadt",4,"08000976",7.902985,49.969746
"Bingen-Gaulsheim",5,"08000975",7.950983,49.967073
"Binolen",7,"08000978",7.859433,51.371981
"Birkelbach",6,"08000983",8.252865,51.020694
"Birkenau",6,"08000984",8.708359,49.561039
"Birkengrund",7,"08080170",13.27196,52.315563
"Birkenstein",4,"08070002",13.647187,52.515601
"Birkenwerder (b Berlin)",4,"08080190",13.288772,52.688249
"Birkungen",7,"08010048",10.330736,51.366312
"Birresborn",6,"08000989",6.628884,50.176411
"Bischheim-Gersdorf",6,"08011199",14.0455163,51.2284148
"Bischofswerda",5,"08010049",14.186144,51.125585
"Bischofswiesen",6,"08000997",12.960141,47.65189
"Bisingen",6,"08000999",8.921035,48.31277
"Bissendorf",5,"08001000",9.748191,52.522705
"Bitburg-Erdorf",6,"08001828",6.570958,49.998685
"Bittelbronn",7,"08001002",8.589439,48.444404
"Bitterfeld",3,"08010050",12.31685,51.622861
"Bitzfeld",6,"08001005",9.453222,49.187233
"Blaibach (Oberpf)",7,"08001003",12.807925,49.164028
"Blaichach (Allgäu)",6,"08001004",10.258796,47.543741
"Blankenberg (Meckl)",6,"08010051",11.71529,53.772305
"Blankenberg (Sieg)",6,"08001006",7.348499,50.768476
"Blankenburg (Harz)",5,"08013439",10.961184,51.795824
"Blankenese",3,"08001007",9.814607,53.564364
"Blankenfelde (Kr Teltow-Fläming)",4,"08010053,08089186",13.4160876,52.3369255
"Blankenheim (Kr Sangerhausen)",6,"08010054",11.426004,51.502781
"Blankenheim (Wald)",6,"08001008",6.593504,50.441871
"Blankenloch",5,"08001009",8.464729,49.066528
"Blankensee (Meckl)",6,"08011205",13.262907,53.408174
"Blankenstein (Saale)",6,"08011206",11.6980603,50.4011392
"Blaubeuren",5,"08001013",9.791979,48.403815
"Blaustein",6,"08001015",9.919326,48.414596
"Blechhammer (Thür)",7,"08011208",11.203156,50.396834
"Bleibach",6,"08001017",8.004777,48.124091
"Bleichenbach (Oberhess)",7,"08001018",9.051582,50.320334
"Bleicherode Ost",5,"08010055",10.6091881,51.4533016
"Blieskastel-Lautzkirchen",6,"08001027",7.258191,49.249192
"Blindheim",6,"08001028",10.617933,48.645095
"Blumberg (b Berlin)",6,"08011211",13.611772,52.605234
"Blumberg-Rehhahn",7,"08011064",13.591948,52.596621
"Blumenhagen",6,"08011213",13.87204,53.528329
"Blönsdorf",6,"08011210",12.895568,51.95541
"Bobenheim",4,"08001032",8.35032,49.588139
"Bobingen",4,"08001033",10.837891,48.266373
"Bobitz",7,"08011215",11.3628,53.804534
"Bobstadt",6,"08001034",8.451786,49.663251
"Bocholt",6,"08000040",6.620426,51.83412
"Bochum Hbf",2,"08000041",7.223275,51.478609
"Bochum West",6,"08006711",7.211223,51.481459
"Bochum-Dahlhausen",5,"08001038",7.140842,51.426358
"Bochum-Ehrenfeld",5,"08001039",7.20915,51.472117
"Bochum-Hamme",6,"08006710",7.200935,51.491486
"Bochum-Langendreer",4,"08000358",7.323645,51.477992
"Bochum-Langendreer West",4,"08004474",7.304327,51.478032
"Bochum-Riemke",6,"08001035",7.205275,51.5178
"Bockenheim-Kindenheim",7,"08001043",8.1880331,49.6069522
"Bodelsberg",7,"08001046",10.411092,47.678113
"Bodelshausen",6,"08001047",8.990601,48.383369
"Bodenburg",7,"08001048",10.00133,52.031121
"Bodenfelde",6,"08001050",9.561667,51.637209
"Bodenheim",4,"08000359",8.312491,49.929585
"Bodenmais",6,"08001051",13.1011024,49.0705027
"Bodenrode",7,"08011219",10.20855,51.393528
"Bodenwöhr Nord",5,"08001054",12.325948,49.278381
"Bogen",6,"08001069",12.686141,48.910594
"Bohmte",5,"08001071",8.307525,52.361632
"Boisheim",6,"08001072",6.274591,51.274323
"Boizenburg (Elbe)",6,"08011230",10.754279,53.378061
"Bondorf (b Herrenberg)",4,"08001080",8.827662,48.523552
"Bonn Hbf",2,"08000044",7.097136,50.732008
"Bonn Helmholtzstraße",6,"08001081",7.052615,50.721844
"Bonn UN Campus",5,"08001091",7.11801,50.71454
"Bonn-Bad Godesberg",3,"08001082",7.159555,50.683927
"Bonn-Beuel",4,"08001083",7.127657,50.738476
"Bonn-Duisdorf",6,"08001084",7.042548,50.716475
"Bonn-Endenich Nord",6,"08001088",7.062211,50.73559
"Bonn-Mehlem",4,"08001085",7.181342,50.669153
"Bonn-Oberkassel",5,"08001086",7.1593,50.715073
"Bookholzberg",6,"08001089",8.532556,53.099112
"Bopfingen",6,"08001090",10.351707,48.855153
"Boppard Hbf",4,"08000045",7.58601397,50.2314224
"Boppard Süd",7,"08000324",7.595521,50.230197
"Boppard-Bad Salzig",5,"08000742",7.635481,50.205251
"Boppard-Buchholz",7,"08001235",7.554876,50.210802
"Boppard-Fleckertshöhe",7,"08002004",7.577889,50.197925
"Boppard-Hirzenach",6,"08002861",7.648436,50.175075
"Bordesholm",5,"08001092",10.043711,54.174373
"Borgeln",6,"08001093",8.032033,51.598265
"Borgholzhausen",7,"08001095",8.266579,52.085229
"Borgsdorf",5,"08080200",13.27675,52.715252
"Bork (Westf)",6,"08001097",7.456308,51.66933
"Borken (Hess)",5,"08001098",9.277,51.050684
"Borken (Westf)",6,"08000346",6.86658919,51.8481366
"Borkheide",6,"08011238",12.854413,52.230775
"Borna (b Leipzig)",5,"08011242",12.486291,51.117926
"Bornheim-Sechtem",4,"08005499",6.957454,50.795711
"Bornholmer Straße",3,"08089008",13.397943,52.554491
"Borsdorf (Hess)",6,"08001104",8.975223,50.42941
"Borsdorf (Sachs)",5,"08010059",12.541165,51.345705
"Botanischer Garten",4,"08089009",13.306766,52.447784
"Bottrop Hbf",4,"08000047",6.936684,51.50945
"Bottrop-Boy",6,"08001107",6.967729,51.537163
"Bottrop-Vonderort",7,"08001108",6.912294,51.501728
"Bous (Saar)",6,"08001110",6.792639,49.275979
"Boxberg-Wölchingen",7,"08001111",9.640048,49.485596
"Brachbach",5,"08001112",7.941758,50.822066
"Brachelen",6,"08001113",6.231463,51.007824
"Brahlstorf",6,"08011248",10.951992,53.364421
"Brake (Unterweser)",6,"08001120",8.48135,53.328817
"Brake (b Bielefeld)",5,"08001118",8.604914,52.069653
"Brakel (Kr Höxter)",6,"08001121",9.1832,51.712165
"Bramsche",5,"08001122",7.975007,52.410879
"Bramstedt (b Syke)",6,"08001123",8.786024,52.871611
"Brand Tropical Islands",6,"08011250",13.72149,52.029953
"Brandenburg Hbf",3,"08010060",12.566138,52.400554
"Brandenburg-Altstadt",7,"08011252",12.530347,52.4117
"Brannenburg",4,"08001129",12.106464,47.741354
"Braubach",5,"08001130",7.643187,50.27414
"Braunsbedra",6,"08011255",11.884594,51.288781
"Braunsbedra Pfännerhall",7,"08011256",11.9026834,51.2899662
"Braunschweig Hbf",2,"08000049",10.540295,52.252218
"Braunschweig-Gliesmarode",6,"08001134",10.551499,52.275721
"Braunsdorf-Lichtenwalde",7,"08011257",13.011854,50.879776
"Brebach",5,"08001135",7.0288682,49.2164583
"Breddin",6,"08011258",12.224216,52.886047
"Bredelar",6,"08001137",8.776566,51.41917
"Bredenbek",7,"08001136",9.867004,54.315112
"Bredstedt",4,"08001139",8.970336,54.621166
"Brehna",6,"08011260",12.2217536,51.5543842
"Breisach",5,"08001143",7.58935,48.026918
"Breitenbrunn (Schwab)",7,"08001147",10.408505,48.138586
"Breitendorf",6,"08011264",14.622726,51.138652
"Breitengüßbach",5,"08001149",10.887135,49.96683
"Breitscheidt (Kr Altenkirchen)",6,"08001153",7.661486,50.748435
"Breitungen (Werra)",6,"08011265",10.32223,50.752475
"Bremen Hbf",2,"08000050",8.813834,53.083481
"Bremen Neustadt",5,"08001155",8.785808,53.075782
"Bremen-Burg",4,"08001156",8.704773,53.160288
"Bremen-Hemelingen",6,"08001157",8.886759,53.054572
"Bremen-Lesum",5,"08001159",8.686152,53.170716
"Bremen-Mahndorf",4,"08001160",8.944627,53.039762
"Bremen-Oberneuland",6,"08001161",8.938511,53.087038
"Bremen-Oslebshausen",5,"08001162",8.740801,53.135298
"Bremen-Schönebeck",5,"08001163",8.649481,53.1728
"Bremen-Sebaldsbrück",5,"08001164",8.887383,53.061355
"Bremen-St Magnus",5,"08001165",8.669732,53.17158
"Bremen-Vegesack",5,"08001166",8.629968,53.169716
"Bremen-Walle",4,"08001167",8.786241,53.103792
"Bremerhaven Hbf",3,"08000051",8.599555,53.534912
"Bremerhaven-Lehe",5,"08001168",8.600657,53.566324
"Bremerhaven-Wulsdorf",6,"08001170",8.611934,53.508596
"Breternitz",7,"08011267",11.405863,50.616311
"Bretleben",6,"08010061",11.240839,51.340743
"Bretten",4,"08000053",8.693448,49.0369
"Bretten-Rechberg",7,"08001138",8.701614,49.032596
"Bretten-Ruit",7,"08001131",8.722058,49.009462
"Brettorf",7,"08001176",8.44697,52.967127
"Bretzenheim (Nahe)",6,"08001177",7.898692,49.874587
"Bretzfeld",6,"08001178",9.440302,49.172741
"Breyell",6,"08001180",6.241174,51.294615
"Brieselang",6,"08013472",13.001394,52.582549
"Briesen (Mark)",6,"08011269",14.280635,52.34653
"Brigachtal Kirchdorf",7,"08003339",8.467807,48.014343
"Brigachtal Klengen",7,"08003336",8.465779,48.007366
"Brilon Stadt",7,"08001182",8.575287,51.39906
"Brilon Wald",5,"08000054",8.576073,51.349159
"Britz",6,"08010064",13.821106,52.873268
"Brockhöfe",6,"08001185",10.258499,53.002117
"Broderstorf",7,"08011270",12.262763,54.078916
"Brohl",5,"08001186",7.332639,50.481429
"Brokstedt",6,"08001190",9.823806,53.990086
"Bruchenbrücken",5,"08001196",8.78848851,50.3021834
"Bruchhausen (b Ettlingen)",6,"08001198",8.373975,48.923992
"Bruchköbel",6,"08001199",8.919293,50.186189
"Bruchmühlbach-Miesau",5,"08001200",7.443979,49.385343
"Bruchmühlen",6,"08001201",8.448636,52.204598
"Bruchsal",2,"08000055",8.589649,49.124622
"Bruchsal Sportzentrum",6,"08001212",8.589941,49.135443
"Bruchsal am Mantel",6,"08001214",8.56327,49.141181
"Bruckberg",6,"08001203",11.997782,48.515979
"Brucken",7,"08001205",9.453061,48.573918
"Bruckmühl",6,"08001207",11.9155312,47.8808225
"Brunau-Packebusch",7,"08011277",11.484586,52.751274
"Brunnen",7,"08001265",11.2981001,48.6291594
"Brück (Mark)",6,"08011271",12.758467,52.186795
"Brühl",4,"08001215",6.912718,50.829249
"Bubach",7,"08001221",6.94821,49.411024
"Bubenreuth",6,"08001223",11.011994,49.629542
"Buchbrunn-Mainstockheim",6,"08001225",10.145179,49.763284
"Buchenau (Oberbay)",5,"08001229",11.224497,48.160277
"Buchenhain",6,"08001231",11.497442,48.031255
"Buchenhorst",6,"08011281",12.712682,54.268211
"Buchholz (Baden)",6,"08001234",7.915166,48.083581
"Buchholz (Nordheide)",3,"08000056",9.876266,53.324683
"Buchholz (Zauche)",7,"08011282",12.922416,52.167574
"Buchloe",3,"08000057",10.716217,48.033723
"Buckow (b Beeskow)",7,"08011284",14.169507,52.188179
"Buckower Chaussee",5,"08089010",13.382912,52.410351
"Budenheim",5,"08001237",8.174062,50.026835
"Bufleben",7,"08010067",10.709057,50.997681
"Buggingen",6,"08001262",7.628161,47.855254
"Buir",5,"08001264",6.574514,50.862401
"Buldern",5,"08001266",7.370479,51.863054
"Bullay DB",3,"08001267",7.134584,50.05446
"Bundesplatz",4,"08089107",13.32959,52.477617
"Burbach (Kr Siegen)",6,"08001268",8.077808,50.748965
"Burbach Mitte",6,"08001302",6.944932,49.243611
"Burg (Dillkr) Nord",6,"08001271",8.307686,50.699884
"Burg (Dithm)",6,"08001273",9.250087,54.007967
"Burg (b Magdeburg)",4,"08011294",11.840356,52.274406
"Burg Stargard (Meckl)",6,"08011293",13.303225,53.49959
"Burg-und Nieder Gemünden",6,"08000061",9.047665,50.6908914
"Burgau (Schwab)",5,"08001276",10.427012,48.424797
"Burgbernheim",7,"08001277",10.320221,49.454322
"Burgbernheim-Wildbad",6,"08001278",10.312317,49.443294
"Burgdorf (Han)",4,"08001279",10.002837,52.448708
"Burghaun (Kr Hünfeld)",6,"08001283",9.727953,50.70055
"Burgheim",6,"08001285",11.026984,48.70105
"Burgholzhausen v d Höhe",6,"08001287",8.677106,50.257793
"Burgkemnitz",6,"08011296",12.407167,51.688818
"Burgkunstadt",5,"08001289",11.242723,50.137657
"Burglauer",6,"08001290",10.184441,50.27434
"Burgsinn",6,"08001293",9.656067,50.150317
"Burgstall (Murr)",6,"08001296",9.369932,48.928647
"Burgstädt",6,"08011297",12.812707,50.915817
"Burgthann",5,"08001297",11.309307,49.342474
"Burhafe",7,"08001301",7.711074,53.606557
"Burkhardswalde-Maxen",7,"08011298",13.8383692,50.9251456
"Buschow",6,"08011302",12.628996,52.592203
"Buttenheim",6,"08001310",11.0137296,49.7993973
"Buttstädt",7,"08011304",11.418412,51.126995
"Butzbach",4,"08001312",8.669517,50.431156
"Buxtehude",3,"08001315",9.688314,53.470491
"Bärenhecke-Johnsbach",7,"08011091",13.772021,50.827163
"Bärenklau",7,"08011093",13.143526,52.704043
"Bärenstein (b Glashütte/Sachs)",6,"08011095",13.794728,50.809728
"Bäumenheim",6,"08000778",10.809972,48.680333
"Böbingen (Rems)",5,"08005979",9.912807,48.822439
"Böblingen",3,"08001055",9.004128,48.687758
"Böhl-Iggelheim",5,"08001057",8.303602,49.379831
"Böhlen (b Leipzig)",6,"08013471",12.381991,51.203037
"Böhlen Werke",5,"08011222",12.384024,51.184702
"Böhmhof",7,"08001058",13.11088,49.052101
"Böhringen-Rickelshausen",6,"08001059",8.92576933,47.7489512
"Bönen",5,"08001061",7.757296,51.598015
"Bönen-Nordbögge",6,"08004448",7.7422,51.615709
"Börnecke (Harz)",7,"08011226",10.995759,51.81968
"Börßum",6,"08001063",10.568935,52.060463
"Bösdorf (Sachs-Anh)",6,"08011228",11.064149,52.422099
"Bösperde",6,"08001066",7.774233,51.45894
"Bübingen",5,"08001238",7.034846,49.179636
"Büchen",3,"08000058",10.623298,53.474972
"Büchenbach",5,"08001242",11.0741919,49.267766
"Büches-Düdelsheim",6,"08001244",9.066751,50.29737
"Bückeburg",4,"08001245",9.04753625,52.2676584
"Büdingen (Oberhess)",6,"08001250",9.102598,50.28887
"Büdingen (Westerwald)",7,"08001249",7.895901,50.624747
"Bühl (Baden)",5,"08001252",8.129299,48.696676
"Bülzig",6,"08011290",12.752715,51.894894
"Bünde (Westf)",3,"08000059",8.573876,52.202075
"Bürgeln",6,"08001256",8.817194,50.85375
"Bürstadt",6,"08000360",8.458188,49.645769
"Bürstadt (Ried)",5,"08098360",8.45925,49.64509
"Büsenbachtal",7,"08001258",9.858592,53.269595
"Büsum",6,"08001259",8.867113,54.133822
"Büttgen",6,"08001261",6.605785,51.197208
"Bützow",4,"08010066",11.9981942,53.8371137
"Cadenberge",6,"08001316",9.058163,53.768071
"Cadolzburg",6,"08001317",10.863611,49.460649
"Calau (Niederlausitz)",4,"08010069",13.97982,51.738118
"Calbe (Saale) Ost",5,"08010070",11.810527,51.920693
"Calbe (Saale) Stadt",7,"08011323",11.776342,51.913879
"Calbe (Saale) West",7,"08010071",11.758783,51.905693
"Calberlah",6,"08001318",10.624914,52.427559
"Calw",6,"08000063",8.741854,48.714682
"Camburg (Saale)",6,"08013474",11.70468,51.050857
"Cammin (Meckl)",6,"08011307",13.299645,53.439035
"Capelle (Westf)",6,"08001323",7.61108,51.735268
"Caputh-Geltow",6,"08011308",12.984406,52.350295
"Caputh-Schwielowsee",6,"08012957",12.980368,52.340976
"Casekow",6,"08011311",14.208187,53.213614
"Castrop-Rauxel Hbf",3,"08001327",7.30398,51.573526
"Castrop-Rauxel Süd",6,"08001328",7.310186,51.5503
"Castrop-Rauxel-Merklinde",6,"08001329",7.324314,51.527932
"Celle Pbf",3,"08000064",10.062468,52.6204548
"Cham (Oberpf)",4,"08001330",12.656832,49.221869
"Chamerau",7,"08001331",12.745258,49.196718
"Chemnitz Hbf",2,"08010184",12.930877,50.839696
"Chemnitz Kinderwaldstätte",6,"08011970",12.953568,50.884211
"Chemnitz Mitte",6,"08011971",12.9151744,50.8264433
"Chemnitz Süd",5,"08010185",12.9261875,50.8237663
"Chemnitz-Borna Hp",6,"08011974",12.894459,50.859867
"Chemnitz-Hilbersdorf Hp",6,"08013450",12.953879,50.861934
"Chemnitz-Küchwald",6,"08017050",12.9121971,50.8550509
"Chemnitz-Schönau",6,"08011979",12.8765,50.818095
"Chemnitz-Siegmar",6,"08011980",12.84251,50.815561
"Chorin",6,"08011314",13.869714,52.90354
"Clarholz",7,"08001335",8.200835,51.898454
"Clausnitz",7,"08011315",13.4986,50.755842
"Cloppenburg",6,"08001337",8.055763,52.843996
"Coburg",3,"08001338",10.9573281,50.2629273
"Coburg Nord",7,"08001334",10.9648704,50.2714929
"Coburg-Beiersdorf",7,"08001333",10.9306991,50.2865013
"Coburg-Neuses",7,"08001339",10.951277,50.2780001
"Cochem (Mosel)",4,"08001340",7.166738,50.153092
"Coesfeld (Westf)",4,"08000066",7.16368675,51.9398071
"Coesfeld Schulzentrum",6,"08001343",7.165836,51.951269
"Contwig",7,"08001341",7.427916,49.24528
"Coppenbrügge",7,"08001342",9.537588,52.119521
"Coschen",6,"08011319",14.718167,52.019844
"Cossebaude",6,"08011320",13.6321235,51.0850426
"Coswig (Anh)",6,"08011322",12.457625,51.888002
"Coswig (Bz Dresden)",4,"08010072",13.579414,51.12281
"Cottbus Hbf",2,"08010073",14.324162,51.750957
"Cottbus-Merzdorf",6,"08012341",14.366669,51.76891
"Cottbus-Sandow",6,"08011318",14.353704,51.755177
"Cottbus-Willmersdorf Nord",6,"08081688",14.385604,51.816483
"Crailsheim",3,"08000067",10.064326,49.137872
"Creidlitz",6,"08001347",10.982246,50.227174
"Creußen (Oberfr)",5,"08001348",11.628443,49.84947
"Crimmitschau",6,"08011325",12.392986,50.815068
"Crivitz",6,"08011326",11.645071,53.572518
"Crossen Ort",7,"08011312",11.9819,50.974715
"Crossen a. d. Elster",6,"08010196",11.984064,50.96573
"Cuxhaven",5,"08001352",8.703431,53.8609
"Cölbe",5,"08000065",8.78796279,50.8485891
"Dabendorf",5,"08011334",13.43729,52.237332
"Dachau Bahnhof",3,"08001354",11.44426,48.254652
"Dachau Stadt",6,"08001355",11.439761,48.266661
"Dachrieden",6,"08011335",10.4423225,51.2695208
"Dachwig",7,"08011336",10.849686,51.072436
"Dahl",6,"08001357",7.527898,51.303377
"Dahlbruch",7,"08001358",8.053456,50.970432
"Dahlem (Eifel)",6,"08001359",6.550382,50.385752
"Dahlen (Sachs)",6,"08011339",12.984253,51.350972
"Dahlenburg",6,"08001360",10.708804,53.169266
"Dahlerbrück",7,"08001362",7.517001,51.25186
"Dahlewitz",6,"08011340",13.419579,52.326618
"Dalheim",6,"08001365",6.17859721,51.1491429
"Dallau",6,"08001366",9.18755,49.388078
"Dallgow-Döberitz",5,"08080260",13.059037,52.543554
"Dannenberg Ost",7,"08001372",11.117734,53.104997
"Dannenwalde (Gransee)",6,"08011344",13.180801,53.079756
"Darching",6,"08001373",11.7772526,47.8707982
"Darlingerode",7,"08011346",10.733037,51.84908
"Darmstadt Hbf",2,"08000068",8.629636,49.872503
"Darmstadt Nord",5,"08001375",8.654311,49.892136
"Darmstadt Ost",6,"08001376",8.67402256,49.8746043
"Darmstadt Süd",5,"08001377",8.636586,49.855426
"Darmstadt-Arheilgen",6,"08001378",8.64555359,49.9134144
"Darmstadt-Eberstadt",5,"08001379",8.62582,49.813922
"Darmstadt-Kranichstein",6,"08001380",8.679359,49.906826
"Darmstadt-Lichtwiese",6,"08001386",8.68761063,49.8609327
"Darmstadt-Wixhausen",6,"08006528",8.6479193,49.9307506
"Dasing",6,"08001382",11.052165,48.386243
"Dattenfeld (Sieg)",6,"08001384",7.546252,50.80916
"Dauenhof",6,"08001387",9.680659,53.852459
"Daufenbach",6,"08001388",6.639911,49.875969
"Dausenau",6,"08001389",7.758212,50.326866
"Davensberg",6,"08001390",7.59851575,51.8179438
"Dedenhausen",6,"08001392",10.23873,52.432215
"Dedensen / Gümmer",4,"08001393",9.521252,52.407049
"Dedinghausen",6,"08001394",8.398281,51.672359
"Deggendorf Hbf",5,"08001397",12.949727,48.83944
